texto,classificacao
"Sr. Presidente, não faz parte do escopo da CPMI! Sr. Presidente, com todo o... (Intervenções fora do microfone.)",0
"Pode, sim, Sr. Presidente!",0
A Relatora está fazendo perguntas que não têm nada a ver...,0
"Sr. Presidente, para não comprometer, inclusive, a linha técnica da defesa do depoente aqui, estou vendo gente tirando fotos das folhas que ele tem em mãos. Então, assim, é só para pedir um pouco mais de privacidade, porque isso pode comprometer a defesa técnica do depoente. É só para cooperar. Obrigado, Sr. Presidente.",0
É aquele de chapéu lá? (Intervenções fora do microfone.),0
É apagar se foi fotografado aí um documento dele.,0
Inquisição mesmo.,0
"Falaram, Presidente.",1
"Sr. Presidente, a Relatora quer saber, Sr. Presidente... (Tumulto no recinto.) (Soa a campainha.)",0
"Sr. Presidente, visitante...",0
Sr. Presidente...,0
"Sr. Presidente, após aprovado?",0
"Presidente, após aprovado? Aprovam e retiram a aprovação de ofício?",0
"Eu acho muito válido para contribuir com a investigação da CPMI, inclusive.",0
"Sr. Presidente, se o Sr. Mauro Cid falasse hoje, acabavam os trabalhos da CPI. Não precisava investigar mais nada. Bastava que ele quisesse contribuir com a investigação, porque ele viu tudo, ele ouviu tudo e ele sabe de tudo. É incrível como, onde havia um malfeito do Bolsonaro, lá estava Mauro Cid - onde havia um malfeito do Bolsonaro, lá estava o Mauro Cid. É por isso que são tantos inquéritos que o senhor hoje responde perante o Supremo Tribunal Federal. Rachadinha, aí diz que: ""Não, a atribuição era cuidar da vida financeira do Presidente"". Joia, aí ele diz: ""Não, era a minha tarefa receber presentes"". Ué, joia milionária é um simples presente?",1
"Sr. Presidente, acabei de ser atrapalhado, incomodado e importunado. Eu pediria que o senhor acrescentasse o tempo, para ver se isso educa aos mal-educados.",1
"Sr. Presidente, aí o outro vem com brincadeiras: ""Pedir mais minuto, Sr. Presidente?"".",1
"Eu não quero tempo de V. Exa., eu quero respeito e educação...",1
"Tempo, quem conduz, é o Presidente.",1
É que na hora que fala que...,1
"Sr. Presidente, é que na hora em que fala rachadinha e joia, começam as interrupções...",1
"O objetivo é impedir que a gente fale, Sr. Presidente. (Intervenções fora do microfone.)",1
"Quando se fala de um malfeito de Bolsonaro, lá está Mauro Cid; rachadinha, joia, vazamento de inquérito sigiloso, lá está o Mauro Cid; milícias digitais, lá está o Mauro Cid; fake news, lá está o Mauro Cid; atos antidemocráticos, lá está o Mauro Cid. E ele tentou dizer aqui o que era o papel do ajudante de ordem.       12:00   R   Duas passagens na fala inicial dele merecem a atenção de todos nós, Sras. e Srs. Congressistas. Em uma ele diz: ""Não estava na minha esfera de atribuições analisar as propostas, projetos ou demandas trazidas"". Ele recebia as propostas, as demandas e não apreciava. E o que ele fazia com essas demandas que ele recebia? É a segunda parte da fala inicial dele que merece registro: ele encaminhava para os setores competentes. Ele recebe uma minuta golpista, segundo ele, na sua defesa, ele não avalia a minuta golpista. O que ele faz? Encaminha para os setores competentes. Encaminha sabe para quem, Sras. e Srs. Congressistas? Para o ex-Presidente, agora inelegível, Jair Bolsonaro. Esta era a tarefa: pegar as informações e repassar para o Presidente, segundo ele, sem sequer apreciar. ""Não questionávamos o que era tratado nas reuniões, nas ligações, nas mensagens."" Infelizmente o integrante do Exército com uma carreira brilhante quer fazer crer que era apenas um carregador de pasta, quer fazer crer que era apenas um carregador de pasta. E o ajudante de ordens se transformou no cumpridor de ordens. Ordens no sentido de executar a rachadinha, de recuperar a joia apreendida, de vazar o inquérito sigiloso. O ajudante de ordem que vira um cumpridor de ordem, é por isso que o senhor está sentado aqui, Mauro Cid. Senão, vejamos, no seu celular apreendido pela Polícia Federal tem a minuta golpista, uma minuta de GLO de decretação de estado de defesa e de estado de sítio para impedir a posse do Presidente Lula, legitimamente eleito. Quando o senhor recebe a minuta golpista, o senhor deveria ter estancado naquele momento qualquer tipo de acesso que aquelas pessoas tinham ao senhor, mas, pelo contrário, tanto o senhor não estancou que diversos outros golpistas se sentiram no direito e com liberdade e com proximidade para tratar de ainda mais desse assunto com o senhor. Quem tratou desse assunto com o senhor? Coronel Lawand, que havia sido seu professor. Quem tratou desse assunto com o senhor, tentativa de golpe? Sargento Luis Marcos dos Reis. O Deputado Abilio, numa tentativa infantil de constranger um Parlamentar que usa o seu direito de fala, que aguarda durante muito tempo, fica gravando o Deputado. Está me achando bonito, Deputado? É para levar para casa para poder ficar me admirando depois? Esse papel de brincar aqui não cabe no Congresso Nacional, não cabe no Parlamento sério. O Deputado Abilio confunde brincadeira com momento de trabalho. O senhor pode ter tempo a perder, eu não tenho, não. O senhor pode ter tempo a perder, eu não tenho, não. É um desrespeito ficar gravando aqui enquanto a gente fala, Sr. Presidente. Eu vou lhe mandar uma foto pro senhor botar no seu quarto. (Intervenções fora do microfone.)",1
Porque é um pedido do senhor.,0
A pedido do senhor.,0
O nosso desejo é fazer essa investigação com seriedade.,1
"Todo esse objetivo é para fazer, Mauro Cid, com que o senhor não reflita sobre o que, de fato, está acontecendo. O que, de fato, está acontecendo é que o senhor já foi abandonado - o senhor está sozinho agora. O que, de fato, está acontecendo é o que disse o ex-Presidente Bolsonaro no dia 18 de maio de 2023: ""Cada um siga a sua vida agora"". O senhor segue assumindo todas as culpas e as responsabilidades para não se defender, escondendo, quando o senhor poderia estar contribuindo. O senhor quer fazer crer que é um carregador de pastas, mas não. O senhor organizava as lives, inclusive aquelas que divulgavam fake news; o senhor também participava passando os eslaides na reunião com os embaixadores, que tornou inelegível o Sr. Jair Bolsonaro; o seu e-mail foi usado por uma empresa para receber doação eleitoral do ex-Presidente Bolsonaro - essa ligação é gigantesca -; e tinha estudos para dar suporte jurídico à quebra democrática. Eu me lembro de um voto do Ministro Gilmar Mendes, em que ele diz que, para a falta de votos, não tem remédio jurídico que dê jeito. Para tentar interromper o Presidente Lula de tomar posse, tentaram de todas as formas um golpe de Estado: tentaram, colocando bomba no aeroporto; tentaram com minuta golpista de GLO; tentaram, invadindo as sedes dos três Poderes, num grave atentado à democracia. E disso tudo o senhor participou diretamente. Em todos esses momentos, o senhor participou diretamente. Hoje, o senhor, vestido com essa farda, infelizmente, envergonha o Exército Brasileiro, após ter jogado sua carreira no lixo. O senhor, tal como seu pai, seria general. O senhor foi um aluno brilhante por onde o senhor passou. O senhor deveria ter ido para os Estados Unidos e não ter sido ajudante de ordens para cumprir ordens ilegais, manifestamente ilegais, que lhe trouxeram, como herança, hoje, oito inquéritos no Supremo Tribunal Federal, mas aumentando, com mais investigações vindo. De fiel assessor, o senhor vira agora bode expiatório - de fiel assessor, o senhor vira agora bode expiatório -, onde só o senhor está respondendo por atos de que o senhor sabe que não era o autor intelectual. Ajudante de ordens. O que nós queríamos era que o senhor dissesse quem dava as ordens para o senhor, que não era o GSI. Quem dizia o que fazer com a minuta golpista? Quem dizia o que fazer com as tentativas de intervenção? É por isso que o senhor falava: ""Não, o Presidente não pode dar uma ordem se ele não confia no Alto Comando do Exército"". Aqui, é a quebra de sigilo telefônico do senhor, e o senhor não pode dizer que o senhor não disse. Quando perguntavam ""Ah! Não vai ter golpe, não?"", o senhor dizia: ""Infelizmente, não"". Quando perguntavam ""Tem que fazer alguma coisa?"", o senhor falava: ""Muita coisa acontecendo. Passo a passo"". O que era muita coisa acontecendo? Era a minuta golpista. O que era muita coisa acontecendo? Era uma bomba no aeroporto. O que foi que aconteceu? A tentativa golpe de Estado no dia 8 de janeiro.       12:08   R   A Constituição garante, Sr. Mauro Cid, o direito ao silêncio com um objetivo: para o senhor não se incriminar. Mas o que eu queria aqui não era que o senhor se incriminasse; eu queria era que o senhor se defendesse. E, para o senhor se defender basta, o senhor dizer o que o senhor fazia com os pedidos de GLO que o senhor recebia; o que o senhor fazia com os pedidos de intervenção que o senhor recebia diariamente. Basta o senhor dizer isso. O senhor não vai estar se incriminando, vai estar se defendendo. Por que o que pode acontecer? A gente intensificar a investigação, e amanhã estar sentada aí a senhora sua esposa, não por ser sua esposa, mas porque na quebra do sigilo dela mostra que ela também participou dos atos golpistas. E não é o que nós queremos.",1
Tem total pertinência. (Soa a campainha.),1
"Presidente, pela ordem.",1
"Sr. Presidente, eu quero que se deixe claro que isso não é uma ameaça.",1
"Eu quero que deixe bem claro que isso não é uma ameaça, é uma estratégia de investigação. As falas reproduzidas na investigação pública sobre a senhora sua esposa são gravíssimas. A conversa dela com a Ticiana Villas Bôas é algo que esta CPI pode e deve, sim, avaliar se vai querer ouvi-las ou não. Se o senhor ajudasse a investigação nada disso era necessário; se o senhor se defendesse, nada disso era necessário. Mas, repito, de fiel assessor para virar bode expiatório com a trajetória que o senhor tem?! Não é o desejo que nós queremos. O que nós queremos, de fato, é que, agora invertendo, tal como disse o ex-Presidente ao senhor, que cada um siga sua vida. Siga sua vida, se defenda! Diga o que o senhor fez com todas as tentativas de GLO... (Soa a campainha.)",1
"... que o senhor recebeu! Diga o que de fato o senhor fez com todos esses pedidos de intervenção federal que o senhor recebeu! Diga, de fato, qual era a transação financeira feita nos porões do Palácio do Planalto por meio de rachadinha! Diga justamente quem lhe dava ordem para tentar liberar a todo custo as joias; a quem o senhor vazou em informações do inquérito! Se defenda, Sr. Mauro Cid! Ajude a esclarecer todos que participaram da tentativa de golpe no nosso país, do atentado à democracia! Faça valer essa farda que o senhor veste do Exército Brasileiro! É o pedido e o apelo que eu faço para que nós possamos avançar ainda mais na investigação.",1
É surreal!,1
