fala,situacao
"Muito obrigado, Presidente. Presidente, eu vou iniciar solicitando que se passe um vídeo, porque o nosso depoente, o Sr. Mauro Cesar Barbosa Cid, disse que está respondendo por, aproximadamente, oito inquéritos. Este vídeo coloca parte desses oito inquéritos nos quais ele é responsável, está respondendo por eles. Estes inquéritos são da pessoa particular do Mauro Cesar Barbosa Cid, não tem nada a ver com as Forças Armadas ou com o Exército Brasileiro. Então, realmente, pelo fato de ele vir fardado, eu quero separar as denúncias que estamos aqui fazendo ou questionando com as Forças Armadas brasileiras. Então, eu pediria a V. Exa. que pudesse passar esse vídeo de dois minutos.",1
"Presidente, eu solicitei esse vídeo porque as denúncias e os inquéritos são muito sérios; se de fato comprovado, isso dará anos e anos de prisão a Mauro Cesar Barbosa Cid. Aí nós vimos a gravidade das denúncias que são feitas, e ele mesmo disse aqui que são oito ou nove inquéritos. Um deles, esse relativo ao golpe, está na seguinte frase, com despacho no Supremo Tribunal Federal: ""reuniu documentos com o objetivo de obter o suporte jurídico e legal para a execução de um golpe de Estado"". É claro que eu perguntaria ao Mauro Cesar, se ele estivesse disposto, se isto foi orientação do ex-Presidente Jair Bolsonaro, articular este golpe de Estado, do qual V. Exa., o senhor, está aqui e está no Supremo Tribunal Federal respondendo por inquéritos e também investigado pela Polícia Federal. Mas nós ficamos sabendo agora, através da imprensa, que solicitou um acesso à informação, pela Lei de Acesso à Informação, a que a imprensa tem o direito, e a imprensa recebeu a seguinte resposta em relação a e-mails oficiais, ao e-mail oficial do senhor: que não existia absolutamente nada no e-mail oficial. O que deduzimos? Que o senhor apagou o que estava no e-mail oficial da ajudância de ordem, e isso evidentemente é crime. O silêncio que o senhor faz aqui é respaldado pela Constituição, mas apagar documentos para apagar provas, não. Neste caso, é algo sério, que é mais uma denúncia que é feita ao senhor. Está agora no The Intercept, que fez a solicitação através, repito, da Lei de Acesso à Informação. O senhor fica em silêncio, mas, como já foi dito pelo Deputado Rubens Júnior, o Presidente, quando fez uma visita ao Senado em maio, simplesmente disse: cada um pro seu lado, ""cada um siga a sua vida"". É claro que nós precisamos alertar o senhor, porque tem um ditado que é muito usado lá nas Minas Gerais: galinha que acompanha pato morre afogada. E o Presidente Jair Bolsonaro não está nem aí para isso.       12:24   R   Veja bem, o senhor teve no seu celular o que é chamado passo a passo do golpe, a garantia da lei e da ordem que viria em seguida, com o estado de sítio decretado. O documento está lá. Eu não vou fazer a leitura dele porque já é de conhecimento público, mas, lá na assinatura, Sr. Presidente, está apagado. Colocaram uma folha exatamente em cima do nome que faria ou fez, sabe-se lá - a assinatura ou o nome -, a garantia da lei e da ordem do passo a passo do golpe. Estava apagado com uma folha. Eu não sei se foi o Sr. Mauro Cid que colocou essa folha para apagar o nome de quem estava lá, porque o senhor mesmo mandou pro seu outro telefone este documento da garantia da lei e da ordem para que eles tivessem sua observação pessoal no outro telefone, como se fosse algo importante. É quando a gente tem no telefone e coloca, no nosso pessoal, algo que a gente quer lembrar. Foi lá que o senhor guardou este material com esta folha que tampou o nome. Ora, quem poderia assinar a garantia da lei da ordem e o estado de sítio? O ex-Presidente Jair Bolsonaro. É esse o nome que estava lá. A pergunta que eu faço - o senhor pode me responder ao final, é a única pergunta que eu lhe farei, já que não quer responder - é se o Presidente Jair Bolsonaro, o ex-Presidente, já tinha assinado a garantia da lei e da ordem, deixado assinada, ou se lá constava apenas o nome dele. Essa é uma questão importante. Certamente a Polícia Federal e o Supremo Tribunal Federal estão olhando. Eu sei que o pai do senhor, um general que é muito respeitado nas Forças Armadas, está ansioso. Hoje saiu uma matéria em que ele está, inclusive, buscando junto a alguns setores políticos, setores do próprio STF ver se consegue sensibilizar para que o senhor seja solto. Eu acho que a atitude que o senhor faz aqui nada ajuda, porque o senhor simplesmente assume para si toda uma culpa que a gente sabe que tem alguém por trás, que seria o principal interessado nesse golpe, que é o ex-Presidente Jair Bolsonaro. Mas eu quero, nesses dois minutos finais, relembrar um diálogo que está também de posse do celular do Coronel Elcio e do Major Ailton, que aparecem também no seu celular falando em golpe, pedindo que o senhor agisse para convencer o Presidente a dar golpe, assim como fez o Lawand, que fez aqui um papelão. E, nesse diálogo entre o Coronel Elcio, que era o segundo homem do Ministério da Saúde, no Ministério da Saúde de Bolsonaro, ele e o Major Ailton falam que era necessário ter ações mais concretas, e que, se pudessem, eles pediriam que viesse o comando das tropas de Goiânia para fazer valer aqui a força do que eles chamavam de impedir a fraude eleitoral e dar o golpe de Estado, e, portanto, que eles precisariam convencer quem estava lá a trazer para cá 1,5 mil homens armados. (Soa a campainha.)",1
"Isso é o que estava no celular da conversa deles. E o senhor foi depois indicado pelo Presidente Jair Bolsonaro para estar exatamente nesse comando. O senhor traria para cá esses 1,5 mil homens? Era isso? O coronel que era responsável... O general que era responsável, inclusive, por retirar o senhor deste comando que foi indicado por Bolsonaro se negou a fazer e teve que ser demitido pelo Presidente Lula, porque queria manter o senhor naquela posição. O que o senhor faria lá? Traria esses 1,5 mil homens para consolidar o golpe do dia 8? O senhor fazia parte disso ou não? Ou era o Presidente Jair Bolsonaro? O senhor seguia a ordem dele, que estava foragido, com o cartão que o senhor falsificou, lá nos Estados Unidos? O senhor tem muito a temer. Realmente, o silêncio do senhor pode acobertar o Bolsonaro, mas também não vai livrá-lo da prisão.       12:28   R   Muito obrigado.",1
"Obrigada, Presidente.",1
"Pela ordem da condução dos trabalhos, Sr. Presidente.",0
"Eu só gostaria de pedir um entendimento da parte do senhor, da seguinte forma: quando algum Parlamentar apresenta um vídeo, ele é responsável por todas as palavras ditas no vídeo.",0
"Porque, quando se apresenta um vídeo de fake news, como foi apresentado agora há pouco, esse Deputado tem que ser responsabilizado...",0
Presidente...,1
"... por fake news que ele apresenta, pois é uso da sua própria palavra dentro da CPMI.",0
"... podendo ser ele responsabilizado por isso, não é?",0
"Responsável por ser verdade. Nada de fake news, Brunini.",1
"Obrigada, Presidente, a quem cumprimento, e a todos. De fato, é muito difícil toda sessão o Deputado atrapalhar os trabalhos da CPMI, causar tumulto. Eu aconselharia que o Deputado procurasse tratar sua carência em outro espaço, este espaço é sério, este espaço é o espaço de trabalho...",1
"Espera aí, Sr. Presidente.",0
"... por outros que assim o fazem, enquanto a Senadora Relatora fazia sua fala, enquanto o Deputado Pastor Henrique Vieira assim o fazia. Peço a V. Exa., Presidente, que conduza com ordem os trabalhos desta CPMI, para que sejamos respeitadas enquanto fazemos o uso da nossa fala. Dito isso, Sr. Mauro Cid, gostaria de dizer que particularmente me chocou o senhor chegar a esta CMPI vestido de farda. Ainda que seja um direito de V. Sa., é de fato chocante, tendo em vista tudo que envolve o nome de V. Sa., o senhor chegar ornamentado com as vestes das Forças Armadas, porque tenho certeza de que o seu comportamento junto ao Presidente, ex-Presidente da República e agora inelegível constrange, envergonha e diminui a reputação das Forças Armadas brasileiras. Sr. Mauro Cid, o senhor sabe o que o senhor... por que o senhor foi convocado a comparecer a esta...",1
"Eu pediria que o senhor me desse mais um minuto, Presidente.",1
"... é um desrespeito, e eu peço a V. Exa. que peça para o Deputado se retirar do Plenário neste momento, por homofobia.",1
"Arthur, é verdade. (Tumulto no recinto.)",1
"É só devolver, é só pegar a gravação.",1
Ele foi homofóbico e ele precisa - precisa - ser retirado do Plenário...,1
... para garantir o funcionamento da CPI.,1
Quer dizer que pode mandá-lo ir atrás... (Soa a campainha.),0
... de tirar a carência dele nos outros lugares?,0
Aí não dá. Aí não dá.,1
"Presidente, com todo respeito que tenho por V. Exa...",1
Além de ser crime...,1
"... a Deputada o mandou ir atrás de tirar a carência nos outros lugares, Sr. Presidente.",0
Isso é um desrespeito!,0
"Mas, se vários ouviram, Presidente...",1
"Pode não ter filmado, Sr. Presidente.",1
"Pode não ter imagem, Presidente.",1
"E o André, que assumiu também.",1
Pode não ter filme.,1
Pode não ter filme.,1
"Pela ordem, Presidente. (Intervenção fora do microfone.)",0
Só um minutinho. (Intervenções fora do microfone.),0
"Abilio, por favor. Abilio, por favor, só um minutinho.",0
"Sr. Presidente, pela ordem, por gentileza, Sr. Presidente.",1
"Sr. Presidente, eu só quero fazer uma pergunta.",0
"Pela ordem, Presidente.",0
"Pela ordem, por gentileza. (Soa a campainha.)",1
"Obrigada, Presidente. Bom, não vou entrar nessa seara de baixo nível... (Intervenções fora do microfone.)",1
... que garantisse e assegurasse a minha fala.,1
"Peço que V. Exa. recomponha algum minuto do meu tempo, por gentileza.",1
"Obrigada, Presidente. Bom, dando continuidade...",1
"Presidente... Presidente, eu vou explicar...",1
"Presidente, para aliviar o histerismo dos Deputados que não compreenderam o que eu quis dizer, eu usarei o meu tempo para me explicar quando falei sobre a carência do Deputado Abilio. A todas as sessões, o Deputado parece querer chamar a nossa atenção, parece fazer algo para chamar a atenção. E isso me parece um comportamento baseado na psicanálise, não em questões de gênero ou de sexualidade, que é a única coisa que tem na cabeça dessa gente. Eu jamais entrei nessa seara, isso não é da minha competência. Quem discute essa temática e tende a perseguir essa comunidade não sou eu (Trecho editado nos termos do art. 48, inciso XXXI e art. 19, inciso I, do Regimento Interno do Senado Federal.), é esta gente que está do lado de lá. Quando eu disse sobre carência, era exatamente baseada no comportamento de querer o tempo inteiro chamar a atenção. Eu poderia até aconselhá-lo a adotar um cachorrinho para não se sentir tão só. Era sobre isso a que eu me referia. O comportamento do Deputado não condiz com a posição desta CPMI. Por isso, toquei no ponto da carência. Agora, todos os argumentos nefastos, de baixo calão, de baixo nível, fora de um decoro parlamentar que está sendo colocado aqui, é de fato assustador, porque jamais, jamais entraria nesse campo em um debate tão sério como esta CPMI. O que demonstra o Sr. Mauro Cid, voltando ao que interessa, que é a oitiva do depoente que está aqui, é que o depoimento de V. Sa. é tão importante, que este caos histérico que está presente neste plenário é a tentativa de nos confundir. É a tentativa de nos tirar a atenção daquilo que de fato interessa, que são as tentativas de golpe antidemocrático, que aconteceu neste país com a contribuição e participação de V. Sa. É isso que está colocado. A importância do depoimento de V. Sa. é tão grande, que aqueles que sabem que V. Sa. tem algo extremamente revelador e importante a contar querem causar caos, desinformação, confusão, ataque, mentira, mas nós e o povo brasileiro não nos distrairemos com essas tentativas de mudar o holofote daquilo que é central e necessário aos trabalhos desta CPMI. E digo mais, Sr. Presidente: não aceitarei e não tolerarei ser desrespeitada, interrompida ou colocada em comparações de baixo calão e de baixo nível. Trato todos os colegas com respeito, com diplomacia, e assim também exijo. E aqueles que fugirem desta diplomacia terão que responder criminalmente por qualquer tentativa estereotipada e criminosa da minha identidade.       12:40   R   Volto, então, a me referir ao senhor, que é quem interessa, Sr. Mauro Cid, e pergunto a V. Sa. se o senhor sabe por que o senhor foi convocado a comparecer a esta Comissão Parlamentar de Inquérito.",1
